SaleID,PropertyID,ClientID,AgentID,SaleDate,SalePrice
1800,3012,1524,370,03-12-2025,592552.0
1801,1575,6829,234,11-12-2023,1609855.0
1802,319,4462,23,2024-05-29,257148.0
1803,4994,3075,480,20/03/2025,229446.0
1804,2837,6631,264,2025-08-17,262483.0
1805,4315,3896,36,03/01/2024,1498687.0
1806,4720,1864,329,2024-07-07,1237405.0
1807,2869,2278,113,02/10/2023,1495570.0
1808,2797,5345,394,2023-11-11,1736452.0
1809,1958,2974,283,2025-05-12,1824665.0
1810,4392,2702,104,2025-03-14,1470974.0
1811,2751,4747,391,2025-06-03,1592814.0
1812,2039,4762,128,2025-02-21,487051.0
1813,3772,894,299,2024-12-06,228638.0
1814,4146,5374,334,2024-04-23,918872.0
1815,3301,211,92,2024-04-24,400748.0
1816,3988,2357,51,2024-01-11,1517559.0
1817,3763,996,315,2025-04-05,913327.0
1818,377,789,404,05/04/2024,1670763.0
1819,2812,1206,38,01-19-2024,990677.0
1820,1861,4461,455,04-01-2024,1592766.0
1821,499,1571,280,02-06-2024,1786476.0
1822,4976,3012,462,2023-11-22,171169.0
1823,688,3816,150,2025-04-21,490221.0
1824,3390,6379,42,15/02/2024,1311710.0
1825,532,2881,324,05-05-2025,883720.0
1826,3396,4807,28,16/09/2024,257117.0
1827,3880,1274,252,2024-08-01,153793.0
1828,4390,6970,401,2025-05-19,962742.0
1829,4018,1213,198,2024-09-26,1663977.0
1830,3699,3753,315,2025-03-04,585235.0
1831,220,2658,461,2025-06-03,1478653.0
1832,1176,3698,350,08/08/2025,1561561.0
1833,4034,823,427,05/03/2024,1971756.0
1834,4049,187,278,2025-05-27,1697449.0
1835,1866,2295,392,04-28-2025,1427875.0
1836,1465,1328,436,09-03-2025,1181639.0
1837,2136,6577,406,08-16-2025,1863121.0
1838,3002,6980,426,01-20-2025,1767796.0
1839,149,5775,282,2024-03-18,1242418.0
1840,559,2646,271,22/04/2024,1781968.0
1841,3508,5514,474,2025-01-26,1333731.0
1842,249,1356,1,04-21-2025,275661.0
1843,4905,4058,24,22/09/2024,1080634.0
1844,1394,3008,446,2025-05-26,1966673.0
1845,916,2963,438,2024-05-26,266088.0
1846,1639,3679,1,2025-07-10,458633.0
1847,771,5835,420,12-12-2024,266565.0
1848,2323,2218,201,08/12/2023,157816.0
1849,20,1517,457,2024-08-03,339208.0
1850,228,5856,42,2024-03-25,657197.0
1851,3626,2541,467,2024-03-29,460999.0
1852,4357,4587,378,2025-07-20,1874997.0
1853,2899,5058,148,2023-12-14,742178.0
1854,186,4459,229,2025-05-10,98458.0
1855,1677,382,64,03-13-2024,1449763.0
1856,2434,3318,434,2025-05-13,1781848.0
1857,2477,3583,327,17/07/2024,1259859.0
1858,3397,4371,416,03-16-2024,83054.0
1859,822,4999,4,07/07/2024,1455983.0
1860,353,354,6,2025-05-25,241358.0
1861,4147,4863,15,24/06/2025,545695.0
1862,2042,598,21,2024-05-11,688048.0
1863,3701,6553,355,01-21-2024,1347063.0
1864,794,1428,147,03-21-2024,1658797.0
1865,2415,1401,100,18/07/2025,723171.0
1866,3497,557,372,2025-05-12,1363749.0
1867,2469,4960,155,15/11/2024,433789.0
1868,3286,2828,8,2024-05-08,1669800.0
1869,2002,2880,65,10/01/2025,1562316.0
1870,2464,5668,302,2024-08-18,534781.0
1871,2454,381,400,2024-03-05,1032127.0
1872,1052,3504,117,26/08/2024,1764851.0
1873,1656,2512,253,29/12/2023,1830706.0
1874,2785,2855,217,2024-11-19,
1875,3792,6394,420,21/01/2025,237577.0
1876,3681,3625,48,2024-09-16,1233026.0
1877,2724,4401,484,2024-02-03,523971.0
1878,1082,738,412,2024-04-19,1214943.0
1879,4724,2167,477,05-02-2025,1785895.0
1880,4694,3611,294,2024-07-14,1977325.0
1881,1600,3782,150,2023-12-25,1216170.0
1882,408,4321,178,2024-02-17,1057005.0
1883,1110,4538,391,20/10/2024,584984.0
1884,3232,2257,419,18/09/2025,674277.0
1885,3037,164,37,07-18-2024,1134077.0
1886,1739,3212,61,2024-07-27,1530723.0
1887,1690,2154,268,2024-07-03,1154893.0
1888,473,5396,136,2025-07-11,426777.0
1889,4655,5836,350,18/08/2025,1299750.0
1890,3153,2753,132,2024-05-01,126979.0
1891,3047,1441,264,2024-07-19,1453006.0
1892,3194,4515,487,07-02-2024,1423336.0
1893,3933,5950,296,2024-12-14,738795.0
1894,4149,1520,355,2024-10-29,178578.0
1895,2370,382,336,2025-06-20,1820736.0
1896,4334,1377,252,07-02-2025,1802504.0
1897,1146,4012,95,28/06/2025,456353.0
1898,94,1766,269,22/02/2024,1224429.0
1899,1684,6509,74,2024-09-28,1024491.0
1900,403,6701,130,26/11/2023,225194.0
1901,1342,3508,436,26/11/2024,1709308.0
1902,3232,3729,255,2025-03-18,312967.0
1903,1185,1591,344,05-07-2025,1869003.0
1904,4688,6231,3,2024-05-29,1206534.0
1905,544,4429,236,2025-03-15,120098.0
1906,4391,4105,333,2025-01-23,1554523.0
1907,1030,468,58,2024-11-29,1979321.0
1908,3500,6842,440,12-09-2024,316440.0
1909,4859,277,132,16/08/2024,721239.0
1910,3733,3098,490,2024-05-16,524161.0
1911,1408,3717,262,12-24-2023,1698025.0
1912,2002,6588,119,2024-06-10,1322740.0
1913,565,6352,181,2025-05-14,1887600.0
1914,3970,6140,220,2025-04-19,854525.0
1915,3908,2091,50,2025-06-13,59363.0
1916,150,1205,249,11-01-2024,
1917,367,3373,419,2024-10-26,1682516.0
1918,2191,3416,253,2025-09-10,631216.0
1919,1994,3316,355,2024-10-21,86959.0
1920,3536,1105,77,2024-07-06,1620884.0
1921,1096,3674,303,2024-11-25,988251.0
1922,1575,5037,473,2024-05-15,241610.0
1923,497,2595,50,2023-12-14,1646804.0
1924,4941,806,173,2024-06-27,1734893.0
1925,2829,2387,399,2024-11-13,1990581.0
1926,2342,4704,234,28/01/2024,1868466.0
1927,3149,4912,90,2024-01-22,1252768.0
1928,4190,4182,260,2025-06-18,900795.0
1929,4961,3716,192,2024-04-06,735441.0
1930,2684,3455,383,2023-11-21,1873430.0
1931,3784,5236,393,2025-04-29,380772.0
1932,3797,3168,184,2024-12-20,1537739.0
1933,86,4542,107,25/06/2025,1918360.0
1934,3559,4815,443,11-29-2024,1108767.0
1935,1324,3977,330,2023-11-05,953119.0
1936,2188,2164,42,16/10/2024,1472804.0
1937,3739,3661,314,2024-08-05,1196038.0
1938,883,824,365,05-13-2025,100838.0
1939,3320,4789,498,2024-06-15,1463516.0
1940,3241,4056,95,2024-06-19,1493216.0
1941,2666,1192,463,07/03/2025,856641.0
1942,3566,3600,318,10-15-2024,1798230.0
1943,1230,1879,483,08-23-2024,1023193.0
1944,3521,2089,203,2024-01-01,767827.0
1945,889,550,299,2025-06-29,1849291.0
1946,1004,1521,461,09-11-2024,1602351.0
1947,3009,49,342,20/10/2024,1144519.0
1948,1120,1383,362,2024-04-28,1961471.0
1949,3175,687,397,11-15-2023,1658212.0
1950,4745,4441,452,2023-10-31,1596575.0
1951,1354,3679,458,2024-03-22,1421544.0
1952,3401,2332,499,2024-02-14,1151683.0
1953,3949,4357,334,09-12-2025,389173.0
1954,3110,458,284,2023-12-01,327152.0
1955,816,2240,468,2025-01-31,1304238.0
1956,3578,2651,263,01-09-2024,1287639.0
1957,1422,259,264,2025-02-06,1318739.0
1958,4756,2509,447,2024-07-15,966933.0
1959,4950,51,427,2024-09-29,1691042.0
1960,1024,785,471,2023-11-07,1946835.0
1961,3955,6495,29,13/04/2025,719524.0
1962,805,2570,302,2025-07-22,314931.0
1963,468,2432,151,2024-02-05,757587.0
1964,698,4735,184,02-19-2024,757376.0
1965,2842,811,108,05-05-2025,279333.0
1966,3118,6229,412,2024-06-27,1799124.0
1967,1490,1855,480,04/11/2023,707112.0
1968,310,4861,44,2025-01-13,619255.0
1969,1357,1178,324,2025-09-02,1102544.0
1970,1334,6224,381,18/05/2025,624753.0
1971,2399,2666,115,2023-12-03,1763488.0
1972,3560,4436,278,31/12/2024,53629.0
1973,1198,5515,388,2025-05-01,1247113.0
1974,4391,3872,142,08-17-2025,480323.0
1975,1233,6132,367,2024-07-09,868586.0
1976,763,2518,302,2024-09-25,788407.0
1977,3647,974,105,04/08/2024,452341.0
1978,551,1977,326,11-28-2023,1426532.0
1979,1861,4990,445,2024-11-27,533530.0
1980,4378,4471,487,2024-09-02,635004.0
1981,1264,1640,15,22/08/2024,523941.0
1982,4420,3481,45,05-02-2025,186817.0
1983,719,6277,290,2024-08-02,196050.0
1984,1619,3133,311,2024-08-09,731220.0
1985,3283,6485,72,2024-10-31,1773591.0
1986,2884,501,404,2024-05-04,1237578.0
1987,4350,6150,184,2024-05-14,1560198.0
1988,4669,2205,133,2025-06-06,1356585.0
1989,3770,4922,110,11-01-2024,919555.0
1990,1171,1042,366,2023-11-07,142665.0
1991,4078,1025,287,2023-11-27,599924.0
1992,1282,1259,58,2024-05-25,1289972.0
1993,2348,4379,497,05-11-2025,1084714.0
1994,1883,4703,120,2024-07-08,1425389.0
1995,1384,3215,480,05-23-2025,363111.0
1996,1035,3046,363,2024-05-01,1162113.0
1997,1566,623,18,2025-09-04,1011184.0
1998,874,3394,131,2025-02-08,467546.0
1999,1400,2839,341,06/03/2025,1566529.0
2000,564,6255,263,2025-06-12,426282.0
2001,4433,1936,163,2024-12-18,709762.0
2002,2380,1878,308,16/11/2024,792624.0
2003,4295,421,183,2024-02-06,1739350.0
2004,1665,4329,248,12-02-2024,339035.0
2005,4193,5403,251,13/08/2024,1648415.0
2006,152,4525,313,08-11-2025,1430203.0
2007,206,538,75,10/08/2025,1742531.0
2008,460,4729,226,2024-01-01,1799092.0
2009,1769,80,475,2025-05-27,1507638.0
2010,3119,6082,285,02-14-2024,381525.0
2011,3958,3041,266,17/05/2025,1872849.0
2012,4401,5071,144,2024-03-01,1116893.0
2013,937,508,8,10-18-2023,1857462.0
2014,3667,5611,367,22/11/2023,596550.0
2015,4517,444,259,2023-12-16,237489.0
2016,2431,2416,108,2024-12-10,1610299.0
2017,1659,1750,161,2025-03-26,755262.0
2018,3885,1600,432,04-10-2024,317323.0
2019,659,5930,443,2024-01-08,1487540.0
2020,4111,2941,307,08-10-2024,1668127.0
2021,1127,5511,267,2024-08-11,1052141.0
2022,2606,5186,261,2025-06-11,1471100.0
2023,513,4499,383,01-11-2025,819590.0
2024,175,3238,151,2025-07-16,1755231.0
2025,4036,2310,250,2023-11-21,1985619.0
2026,2851,3465,154,2024-12-30,994048.0
2027,2295,6957,197,2025-04-26,1908641.0
2028,1894,2108,158,02-11-2025,772719.0
2029,99,5919,84,31/12/2024,1570595.0
2030,3163,5693,434,07/07/2024,1985504.0
2031,655,6284,254,2024-05-25,381786.0
2032,584,6881,67,2024-08-09,564675.0
2033,806,3025,361,12/03/2024,946095.0
2034,1259,6552,195,2024-02-28,1107491.0
2035,3006,2861,143,22/06/2024,402620.0
2036,2950,2417,306,2025-01-06,1622649.0
2037,1730,6241,126,2024-08-13,579997.0
2038,4232,6521,82,03-29-2024,414216.0
2039,3611,4298,102,11/02/2024,1854778.0
2040,879,847,389,2024-09-02,326891.0
2041,3145,4680,490,2023-09-30,943291.0
2042,2189,1941,71,2024-10-05,1821152.0
2043,3637,6305,2,2024-08-22,280378.0
2044,486,5375,476,2024-12-17,596760.0
2045,4737,2654,117,2024-07-05,208508.0
2046,2911,4772,324,2025-07-14,1853918.0
2047,376,5198,114,2025-01-13,1509120.0
2048,2066,3021,139,2025-01-31,277663.0
2049,2523,5563,439,03-06-2025,1435283.0
2050,4058,1916,63,2024-01-21,1952776.0
2051,854,4712,368,12/02/2025,990116.0
2052,4282,2685,322,2024-12-07,237816.0
2053,1653,2804,143,29/07/2024,1265229.0
2054,3512,1399,498,11/03/2024,62338.0
2055,639,5810,230,2024-11-18,1939426.0
2056,1516,3671,75,2025-05-04,1811792.0
2057,4958,6039,39,2025-05-24,656168.0
2058,2928,1045,300,12-09-2024,1922283.0
2059,395,3724,152,2024-05-02,807435.0
2060,77,6442,450,2025-06-01,249979.0
2061,1680,3296,84,06-10-2025,515110.0
2062,1215,4561,279,2025-01-25,874241.0
2063,3448,5154,151,2023-12-05,758405.0
2064,4577,2517,270,07-10-2025,322899.0
2065,1874,5669,46,29/03/2024,903696.0
2066,3651,3899,91,2024-03-01,1353119.0
2067,544,1968,206,04/02/2024,109514.0
2068,39,1341,395,01-20-2024,843218.0
2069,2191,2056,378,2024-01-23,288332.0
2070,4186,4013,340,03/01/2025,1960321.0
2071,66,177,289,10/03/2025,470240.0
2072,4393,1484,19,2023-11-07,367450.0
2073,60,5548,21,2025-03-12,748202.0
2074,4605,525,86,2025-04-04,116221.0
2075,2357,1719,185,2024-08-22,1627994.0
2076,1617,6142,143,2024-01-08,248241.0
2077,655,3341,239,2025-09-03,1806060.0
2078,2725,4035,367,01/05/2024,1604676.0
2079,955,6586,48,2024-06-13,1285497.0
2080,3320,1936,10,03-30-2024,901376.0
2081,4200,2642,349,2025-01-06,275891.0
2082,2808,6243,246,2024-12-03,451085.0
2083,3033,604,89,17/03/2025,543174.0
2084,869,5423,171,2023-12-02,973410.0
2085,1169,6900,86,2024-04-08,1553185.0
2086,3482,5053,335,2024-12-26,1885420.0
2087,702,850,327,2025-01-09,893377.0
2088,3636,1853,123,2023-10-06,144310.0
2089,4942,6154,98,2025-06-20,1941407.0
2090,4599,5428,255,11-11-2023,754284.0
2091,435,5862,70,2025-07-09,1333719.0
2092,940,881,378,2024-11-09,132468.0
2093,4799,6103,108,13/04/2024,1546450.0
2094,2138,2813,361,2024-09-14,412985.0
2095,3564,852,38,2024-11-27,1137611.0
2096,1870,2526,476,2025-05-22,671803.0
2097,306,5499,420,2025-01-26,306188.0
2098,4434,5387,199,2024-05-01,107230.0
2099,3196,5311,253,12-29-2023,655144.0
2100,4930,616,395,2023-11-09,1495408.0
2101,2682,6532,12,2025-08-16,1757186.0
2102,4692,3034,357,2024-04-10,778636.0
2103,1794,6617,72,10-12-2024,757071.0
2104,559,4348,344,2024-12-14,440674.0
2105,2561,3980,450,2024-09-13,1675386.0
2106,1079,1762,169,2025-08-10,700853.0
2107,3263,878,318,2024-05-16,1346696.0
2108,1556,875,270,2023-11-06,972439.0
2109,252,5637,447,2024-04-02,1392378.0
2110,4948,51,71,03-20-2024,558612.0
2111,504,1264,239,02/12/2024,453496.0
2112,3518,5009,407,18/01/2025,655946.0
2113,3497,4637,275,2024-04-02,1507273.0
2114,1156,3274,197,2024-04-18,760655.0
2115,4750,1450,293,06-02-2024,1330183.0
2116,4067,4870,4,2025-09-02,1678526.0
2117,1803,2452,215,01-31-2025,1838625.0
2118,398,2816,257,2023-09-29,348232.0
2119,2647,5774,223,2024-02-09,1755542.0
2120,561,688,390,2023-09-23,1294988.0
2121,4759,717,296,2025-09-15,1048072.0
2122,3222,4754,123,2023-09-24,1964784.0
2123,3624,2158,236,19/02/2024,1241260.0
2124,4263,1919,62,2024-04-12,1081984.0
2125,346,6781,492,2025-05-13,1486090.0
2126,3710,3865,335,2024-08-24,355913.0
2127,3142,3099,500,2025-07-04,965779.0
2128,1604,5881,364,2024-06-22,490746.0
2129,2666,4274,293,2024-05-06,499051.0
2130,3651,5905,188,2024-03-03,1684910.0
2131,4798,2530,89,2024-01-19,1717630.0
2132,856,1815,226,10-02-2023,767643.0
2133,3953,1745,472,2024-08-15,981140.0
2134,842,2027,445,08-30-2024,
2135,2285,1744,39,03/12/2023,
2136,4529,663,448,2024-09-07,987487.0
2137,4147,2384,50,06-29-2025,757649.0
2138,4584,636,35,2025-03-14,1397002.0
2139,2587,5284,112,2024-10-16,1343469.0
2140,694,573,292,07-31-2024,909040.0
2141,4289,4482,97,2024-10-09,596827.0
2142,3023,6791,327,04/06/2025,984828.0
2143,4209,5693,16,2025-03-13,236554.0
2144,3311,1180,480,2025-05-23,1777170.0
2145,3708,1777,48,07/05/2025,1264708.0
2146,1896,6846,240,2025-06-11,1210341.0
2147,838,868,329,18/01/2025,1307320.0
2148,2191,5038,326,09/03/2025,823432.0
2149,1356,66,398,19/02/2025,1043233.0
2150,2622,3116,283,12-17-2023,928800.0
2151,4908,5163,25,2025-06-09,1960341.0
2152,3044,2201,363,2024-05-31,1612980.0
2153,3446,4844,369,2024-06-07,1682655.0
2154,1052,1863,107,17/11/2023,56015.0
2155,735,5278,442,2025-05-30,1095756.0
2156,1709,69,443,19/02/2024,1146680.0
2157,1635,1668,184,2023-11-02,
2158,2548,3077,353,2025-04-14,416758.0
2159,2886,539,328,03-06-2025,98235.0
2160,2531,3379,408,2025-05-29,840242.0
2161,1307,3936,168,10-21-2024,1011166.0
2162,1608,6252,159,22/08/2024,1633559.0
2163,1959,2392,222,2024-07-14,1915381.0
2164,3074,2080,495,2025-05-31,1902665.0
2165,432,6087,311,2024-11-17,
2166,93,5408,174,2024-01-24,1203836.0
2167,1136,3340,221,02-20-2024,852422.0
2168,386,808,199,2025-08-06,1504141.0
2169,1160,4798,403,2023-12-28,1968133.0
2170,4598,5065,293,06-11-2024,1575774.0
2171,1817,3468,192,2024-02-23,1312146.0
2172,203,1112,480,2024-07-25,953432.0
2173,2662,5392,108,2024-09-16,1669250.0
2174,1372,6443,342,2025-07-08,1336614.0
2175,3873,1292,135,2025-08-14,611426.0
2176,4853,2112,374,2025-05-05,1698625.0
2177,3609,6855,221,2024-04-23,1878538.0
2178,1684,1503,437,2024-09-14,1864180.0
2179,234,5886,38,2023-11-23,232371.0
2180,1380,1088,405,2024-09-13,638371.0
2181,2921,1969,47,2024-04-30,1399476.0
2182,2917,500,353,06/11/2024,1871105.0
2183,3711,5612,2,2025-06-08,988953.0
2184,2492,3094,265,26/08/2024,1415270.0
2185,54,42,180,17/08/2024,1331201.0
2186,197,5743,307,2025-06-18,1661728.0
2187,3938,1288,492,05-09-2025,972150.0
2188,3114,3858,365,2024-12-21,1052545.0
2189,602,5053,80,2024-10-18,426621.0
2190,166,5298,43,2023-10-02,1679815.0
2191,2822,1482,261,2025-05-24,1053478.0
2192,3721,5201,422,23/11/2024,937903.0
2193,2464,5303,132,2025-07-11,1749467.0
2194,2332,2438,253,2024-04-26,1272403.0
2195,879,6429,392,2024-02-23,824042.0
2196,3901,3030,316,2024-12-03,1804557.0
2197,4476,6958,306,05-11-2025,1358142.0
2198,474,3328,140,2024-04-17,1553882.0
2199,4122,5203,185,2023-12-29,837023.0
2200,3584,4156,414,14/10/2024,1095380.0
2201,3749,6281,245,2023-11-09,1255406.0
2202,1789,6614,253,2025-08-01,955065.0
2203,682,404,80,2023-12-20,189340.0
2204,1727,3957,273,2024-05-31,1773028.0
2205,818,2704,343,27/08/2024,812748.0
2206,3523,6895,442,2024-08-16,1544014.0
2207,3218,1755,365,2024-01-18,531712.0
2208,155,1500,154,2024-01-12,1235899.0
2209,4961,1125,58,2025-07-29,809890.0
2210,860,3285,24,2024-07-06,1794428.0
2211,2570,2828,376,27/09/2023,679050.0
2212,1151,4887,104,25/04/2025,1374965.0
2213,1248,4958,360,2023-10-16,1564550.0
2214,117,3021,309,2023-09-26,720460.0
2215,2343,784,95,29/11/2023,966637.0
2216,525,3444,120,2024-12-26,266945.0
2217,694,3730,247,05-06-2025,1812555.0
2218,178,4307,285,2024-02-23,79315.0
2219,768,3877,447,10-30-2023,110707.0
2220,462,6823,19,2024-01-11,847190.0
2221,4379,3486,116,2024-11-14,1413532.0
2222,1661,3298,254,2024-07-26,1555059.0
2223,24,1275,64,2024-09-17,1660336.0
2224,1177,3723,342,2025-04-06,206608.0
2225,2854,3417,348,2025-03-06,1594847.0
2226,4527,5909,393,2024-08-03,531677.0
2227,4833,682,21,2024-03-14,1156708.0
2228,3394,5123,403,04-20-2025,66034.0
2229,2387,658,399,2024-11-26,1225445.0
2230,4921,4411,221,22/02/2024,1443466.0
2231,3345,111,267,2024-12-10,187429.0
2232,3089,3310,90,2025-02-02,1981894.0
2233,1075,6356,380,29/02/2024,805560.0
2234,1507,2037,59,2024-05-11,1182901.0
2235,2337,2207,215,2024-06-13,1191785.0
2236,3469,1828,400,2024-06-09,1810988.0
2237,727,3620,460,2023-11-25,969596.0
2238,25,5528,368,2024-11-26,50218.0
2239,1473,1117,413,2025-05-20,1692796.0
2240,1726,3601,299,14/04/2024,1477046.0
2241,1980,1561,478,10/04/2024,1911216.0
2242,2729,6000,142,22/03/2024,1469515.0
2243,1554,199,404,09-06-2024,620141.0
2244,3057,877,157,27/08/2025,499601.0
2245,2188,5578,405,10/03/2024,620913.0
2246,609,2748,70,08-25-2025,1669796.0
2247,699,1116,440,2025-07-23,833161.0
2248,4309,3914,362,2023-12-01,1037446.0
2249,4816,4947,368,2023-12-26,401093.0
2250,4384,4212,268,2023-11-07,59641.0
2251,4783,5035,115,2024-02-26,1231686.0
2252,2346,2785,118,2024-01-21,1994237.0
2253,4854,5405,269,2025-07-12,193745.0
2254,1526,2240,127,11-07-2024,472695.0
2255,2955,179,307,02/09/2025,723275.0
2256,991,4023,389,2025-03-04,1835520.0
2257,195,4178,182,2024-10-17,1724333.0
2258,3826,4939,405,2024-08-20,1767196.0
2259,1781,6716,77,2025-02-02,740754.0
2260,3216,2917,26,2025-09-20,666537.0
2261,1423,2236,405,09-19-2024,1655416.0
2262,3494,2066,58,2025-07-02,1345567.0
2263,3888,4954,331,2025-07-20,1003192.0
2264,749,5057,250,2023-11-03,1524355.0
2265,647,5518,190,2025-02-01,1652664.0
2266,4749,3021,473,14/03/2025,743603.0
2267,3582,631,145,2025-05-10,1800948.0
2268,3761,5073,478,2024-08-26,248281.0
2269,3152,738,238,2024-12-30,1309286.0
2270,2703,6819,71,2024-10-11,1548065.0
2271,2746,3480,427,2024-08-13,1853302.0
2272,4155,713,457,2024-11-14,533360.0
2273,1559,6902,56,2024-04-17,1248527.0
2274,3286,1196,386,22/12/2024,696408.0
2275,2900,847,169,12/01/2024,1801719.0
2276,3130,5589,228,2025-09-04,1999262.0
2277,4247,5628,69,2025-03-07,607089.0
2278,4760,1608,410,2024-09-15,658263.0
2279,2922,2650,120,2024-05-25,1237562.0
2280,3362,1964,180,2024-05-30,1658026.0
2281,338,5017,128,2025-03-31,1933311.0
2282,453,2988,115,12-05-2023,654886.0
2283,388,3884,351,05-10-2025,179746.0
2284,2760,4463,102,2025-01-14,1687283.0
2285,1065,2173,273,09-16-2024,1089300.0
2286,912,523,317,11-13-2023,190929.0
2287,1029,6391,483,11-23-2023,1473679.0
2288,4095,189,17,2024-02-16,1884062.0
2289,87,6443,182,2023-12-14,1881934.0
2290,594,4291,165,14/07/2024,1856551.0
2291,4603,6612,194,2024-06-23,1505687.0
2292,3693,6044,235,27/12/2024,888585.0
2293,3614,4278,316,2024-10-03,437914.0
2294,1877,6844,436,2025-07-16,1510528.0
2295,1883,5549,108,07-30-2024,1696425.0
2296,3125,6336,436,2024-12-06,1225253.0
2297,294,4,327,30/08/2025,813184.0
2298,153,5184,85,2024-06-22,1191362.0
2299,2100,5362,179,2024-09-08,1443521.0
2300,327,1006,25,07-18-2024,337428.0
2301,652,4628,228,2024-09-10,1344517.0
2302,690,1775,275,2025-07-16,143685.0
2303,2036,4454,438,2024-07-21,1922957.0
2304,775,1348,255,2025-02-14,665254.0
2305,2653,3043,169,2025-01-17,1893535.0
2306,1705,3045,338,2024-01-26,457006.0
2307,4012,3071,164,2023-10-11,1467529.0
2308,268,5591,451,2024-10-18,1874034.0
2309,3681,2476,450,19/03/2024,153604.0
2310,3307,1304,293,31/03/2025,1259342.0
2311,3801,1226,133,2023-10-26,1210092.0
2312,1331,3656,367,2024-04-21,131169.0
2313,376,3432,121,30/06/2025,1301484.0
2314,3322,1313,333,2023-11-01,837496.0
2315,769,2537,63,2025-08-11,64969.0
2316,2642,24,80,2024-08-21,299437.0
2317,4009,5126,54,2024-01-14,168201.0
2318,4057,2885,248,01/04/2024,1748534.0
2319,1582,5987,369,2025-02-27,516349.0
2320,4434,2085,279,12/10/2023,181231.0
2321,4769,4012,233,20/12/2024,262965.0
2322,4269,1510,143,2024-05-05,120310.0
2323,1056,6504,235,2023-11-13,1880686.0
2324,3945,5518,452,2024-06-05,1986397.0
2325,3379,362,42,2024-10-20,1221020.0
2326,2066,5144,212,2023-09-29,1615455.0
2327,2187,51,406,2025-02-19,1936883.0
2328,3792,4110,451,2024-06-28,211634.0
2329,3053,763,361,2024-07-20,1808546.0
2330,2940,4290,237,2024-12-29,555323.0
2331,365,4984,334,2025-03-08,396649.0
2332,4685,1130,19,2025-07-23,1511208.0
2333,2827,682,163,2023-11-09,1455281.0
2334,4100,2913,432,2024-10-29,770265.0
2335,3686,6231,173,2025-06-04,141655.0
2336,4455,5138,76,2024-10-08,769938.0
2337,4740,585,21,2025-08-04,1718336.0
2338,4669,3791,92,04-08-2024,1625898.0
2339,120,4674,282,2024-04-06,1652900.0
2340,4626,3476,66,08-29-2024,1314811.0
2341,1632,2874,79,07-28-2025,1076097.0
2342,894,2031,176,2024-01-10,1985686.0
2343,2513,3175,337,03/11/2023,1152852.0
2344,439,5881,257,2025-06-09,828161.0
2345,3797,2206,125,17/11/2024,1432723.0
2346,709,1405,297,03/04/2025,1108196.0
2347,3860,293,404,2025-03-03,665929.0
2348,2016,3223,497,2024-09-03,1313827.0
2349,1247,4309,210,18/05/2025,1243050.0
2350,4415,6439,26,01-06-2025,569310.0
2351,3834,4716,58,07-29-2025,1036142.0
2352,4307,5741,104,05-28-2024,457235.0
2353,629,3134,293,2025-08-22,1913103.0
2354,1071,3312,199,2023-10-09,1650272.0
2355,1835,5262,189,2024-08-05,800454.0
2356,3185,6352,393,05-31-2024,429976.0
2357,2715,782,222,2024-12-21,382572.0
2358,139,1196,399,09-03-2024,1967965.0
2359,2523,5123,127,2024-06-02,379355.0
2360,2830,2833,297,2024-02-15,503328.0
2361,4962,6743,222,2025-04-13,581875.0
2362,1817,800,246,05-10-2025,1420518.0
2363,2985,1248,464,2025-01-02,1207418.0
2364,1994,2722,57,2023-12-03,1073136.0
2365,1212,1000,135,14/08/2025,1113041.0
2366,675,3335,48,2024-01-12,1922332.0
2367,3139,1351,217,2025-07-29,1658125.0
2368,2743,6491,236,2024-06-21,1964517.0
2369,4252,1090,261,2023-11-06,1401727.0
2370,2468,3744,24,2023-12-24,1923749.0
2371,1002,1011,454,2024-09-18,623014.0
2372,462,6517,55,2024-08-02,147678.0
2373,4011,6206,447,02-24-2024,1476117.0
2374,2483,5585,334,29/12/2023,1708317.0
2375,3681,2490,234,15/12/2024,769856.0
2376,2002,3467,378,2025-07-15,816768.0
2377,1516,856,221,2025-04-16,1070980.0
2378,3269,6402,394,06/03/2025,835750.0
2379,3730,2832,272,03-10-2025,187636.0
2380,4407,1079,59,2025-09-10,472103.0
2381,2742,6396,339,2024-09-06,1712247.0
2382,243,5203,232,2025-05-16,1839060.0
2383,2069,5012,55,2025-01-24,1865929.0
2384,3026,535,482,2023-10-23,1746009.0
2385,1022,869,498,09-04-2024,581628.0
2386,4130,4011,445,2025-05-17,713915.0
2387,2159,918,463,2024-10-14,315872.0
2388,298,4032,7,2024-07-19,1668163.0
2389,4992,1945,180,2024-04-25,76809.0
2390,1814,6839,458,07/02/2025,1767041.0
2391,2734,3917,272,01-06-2025,1805306.0
2392,3747,1338,125,2025-09-04,745965.0
2393,4529,1575,325,19/05/2024,1094284.0
2394,1478,3456,102,20/12/2024,767669.0
2395,4820,2438,167,2025-08-03,418388.0
2396,1783,79,391,28/05/2024,1174433.0
2397,235,5015,155,26/02/2025,1911852.0
2398,1496,4820,217,2025-09-21,1243389.0
2399,3605,4200,40,2025-07-17,810513.0
2400,816,6010,433,2024-08-18,245241.0
2401,3758,2900,108,30/04/2025,819546.0
2402,4797,4378,143,2024-04-24,616658.0
2403,4056,5840,59,08-19-2025,333112.0
